chrom	start	end	gene	bp_overlap_v4.2.1	percent_overlap_v4.2.1	bp_flanking_plus_segdups_overlap_hifiasm	percent_flanking_plus_segdups_overlap_hifiasm	flanking_breaks_in_dip_bed
1	17866330	18024369	ARHGEF10L	154186	0.975619942	198039	1	0
1	18957500	19075360	PAX7	114595	0.972297641	157860	1	0
1	19197926	19229275	ALDH4A1	31151	0.993684009	71349	1	0
1	19630459	19638640	AKR7A2	8181	1	53538	1	0
1	20301925	20306932	PLA2G2A	5007	1	45007	1	0
1	20354672	20417683	PLA2G5	62353	0.989557379	103011	1	0
1	20915441	20945401	CDA	28381	0.947296395	69960	1	0
1	20959948	20978004	PINK1	17405	0.963945503	58056	1	0
1	20978270	20988000	DDOST	9604	0.98705036	49730	1	0
1	21543740	21671997	ECE1	124767	0.97278901	168257	1	0
1	21835858	21904905	ALPL	66740	0.966587976	109047	1	0
1	22148738	22263790	HSPG2	112360	0.976601884	155052	1	0
1	22379120	22419437	CDC42	38627	0.958082199	80317	1	0
1	22443798	22470462	WNT4	26401	0.990136514	66664	1	0
1	22778344	22857650	ZBTB40	78495	0.989773788	119306	1	0
1	22962999	22966101	C1QA	3102	1	43102	1	0
1	22970123	22974603	C1QC	4376	0.976785714	44480	1	0
1	22979255	22988031	C1QB	8051	0.917388332	48776	1	0
1	23037332	23241818	EPHB2	201751	0.986625001	244486	1	0
1	23884409	23886285	ID3	1876	1	41876	1	0
1	23907985	23967058	MDS2	54725	0.926396154	99073	1	0
1	24018269	24022915	RPL11	4543	0.977830392	44646	1	0
1	24122089	24127271	GALE	4977	0.960439985	45182	1	0
1	24128375	24165110	HMGCL	25274	0.688008711	76735	1	0
1	24171567	24194784	FUCA1	22029	0.948830598	63217	1	0
1	24197016	24285549	CNR2	73849	0.834140942	128533	1	0
1	25226002	25291612	RUNX3	64800	0.987654321	105610	1	0
1	25598884	25656936	RHD	52986	0.912733411	98052	1	0
1	25688740	25756683	RHCE	49949	0.735160355	107943	1	0
1	25870071	25895377	LDLRAP1	25163	0.994349166	65306	1	0
1	26126667	26144713	SEPN1	17165	0.951180317	58046	1	0
1	26210672	26233482	STMN1	22315	0.978298992	62810	1	0
1	26346375	26362955	EXTL1	16323	0.984499397	56580	1	0
1	26363743	26372624	SLC30A2	8855	0.997072402	48881	1	0
1	26758773	26797785	DHDDS	37870	0.970726956	79012	1	0
1	27022524	27108595	ARID1A	82193	0.954944174	126071	1	0
1	27113963	27124889	PIGV	9707	0.888431265	51867	1	0
1	27226729	27273353	NUDC	45418	0.974133493	86624	1	0
1	27237980	27240457	NR0B2	2477	1	42477	1	0
1	27695603	27701315	FCN3	5582	0.977240896	45712	1	0
1	28473677	28520447	PTAFR	45018	0.96254009	86770	1	0
1	28586038	28609002	SESN2	21890	0.953231144	62964	1	0
1	29213603	29446553	EPB41	223530	0.959562138	272950	1	0
1	32665987	32670988	CCDC28B	4890	0.977804439	45001	1	0
1	32716840	32751766	LCK	31578	0.904140182	74926	1	0
1	33240840	33283754	YARS	40761	0.949829892	82914	1	0
1	33473585	33546597	AK2	69001	0.945063825	113012	1	0
1	35225342	35229325	GJB4	3983	1	43983	1	0
1	35246790	35251970	GJB3	5180	1	45180	1	0
1	35331037	35395186	DLGAP3	63384	0.988074639	104149	1	0
1	35641979	35658749	SFPQ	16770	1	56770	1	0
1	36335409	36395211	AGO1	59258	0.990903314	99802	1	0
1	36549676	36553876	TEKT2	4097	0.97547619	44200	1	0
1	36560837	36590821	COL8A2	28570	0.952841515	69984	1	0
1	36690017	36770958	THRAP3	74563	0.921201863	120941	1	0
1	36931644	36948879	CSF3R	17200	0.997969249	57235	1	0
1	38000050	38019903	SNIP1	18822	0.948068302	59853	1	0
1	38076951	38100595	RSPO1	22985	0.972128235	63644	1	0
1	38326369	38412729	INPP5B	78030	0.903543307	126360	1	0
1	39491990	39500308	NDUFS5	7870	0.946140899	48318	1	0
1	40361098	40367928	MYCL	6830	1	46830	1	0
1	40538379	40563375	PPT1	24483	0.979476716	64996	1	0
1	40723779	40759856	ZMPSTE24	33962	0.941375392	76077	1	0
1	40766159	40783488	COL9A2	17168	0.990709216	57329	1	0
1	40942887	40962015	ZFP69	17988	0.940401506	59128	1	0
1	41086351	41131329	RIMS3	44332	0.985637423	84978	1	0
1	41249684	41306124	KCNQ4	55663	0.986233168	96440	1	0
1	43198764	43205925	CLDN19	7157	0.999441419	47161	1	0
1	43212006	43232755	LEPRE1	19213	0.925972336	60749	1	0
1	43282795	43310660	ERMAP	27181	0.975453077	67865	1	0
1	43391052	43424530	SLC2A1	32710	0.977059562	73478	1	0
1	43803478	43818443	MPL	14965	1	54965	1	0
1	44171495	44396831	ST3GAL3	212526	0.94315156	265336	1	0
1	44444615	44456840	B4GALT2	11720	0.958691207	52225	1	0
1	44457172	44497139	SLC6A9	39043	0.976880927	79967	1	0
1	45285516	45308735	PTCH2	22936	0.987811706	63219	1	0
1	45316450	45452282	EIF2B3	129739	0.955143118	175832	1	0
1	45477819	45481247	UROD	3428	1	43428	1	0
1	45794835	45806142	MUTYH	11192	0.989829309	51307	1	0
1	45965725	45976739	MMACHC	10733	0.974487017	51014	1	0
1	46654354	46685977	POMGNT1	30649	0.969199633	74277	1	0
1	46713360	46744145	RAD54L	30312	0.984635374	70785	1	0
1	46859937	46879520	FAAH	19359	0.988561507	59583	1	0
1	47603107	47615413	CYP4A22	12306	1	102502	1	0
1	47681962	47697892	TAL1	15687	0.984745763	55930	1	0
1	47715811	47779819	STIL	60367	0.943116485	104008	1	0
1	47799469	47844511	CMPK1	42739	0.948869944	85042	1	0
1	47881744	47883723	FOXE3	1979	1	41979	1	0
1	48998527	50489585	AGBL4	1478710	0.991718632	1531058	1	0
1	51426417	51440305	CDKN2C	13721	0.98797523	53888	1	0
1	51701943	51739127	RNF11	36043	0.969314759	77184	1	0
1	51819935	51985000	EPS15	162307	0.983291431	205065	1	0
1	52838501	52870131	ORC1	30246	0.956244072	71630	1	0
1	53392901	53517375	SCP2	121341	0.974830085	164474	1	0
1	53662101	53679869	CPT2	17210	0.968595227	57768	1	0
1	53711217	53793742	LRP8	80677	0.977606786	122525	1	0
1	55315306	55352891	DHCR24	36517	0.971584409	77585	1	0
1	55464606	55476556	BSND	11147	0.932803347	51950	1	0
1	55505221	55530525	PCSK9	25105	0.992135631	65304	1	0
1	57320479	57383894	C8A	63313	0.998391548	103415	1	0
1	57394883	57431813	C8B	36348	0.984240455	76930	1	0
1	59041099	59043166	TACSTD2	2067	1	42067	1	0
1	59246465	59249785	JUN	3292	0.991566265	43320	1	0
1	60358980	60392462	CYP2J2	33433	0.998536527	73482	1	0
1	61330931	61928465	NFIA	585047	0.979102444	637534	1	0
1	62901968	62917475	USP1	15507	1	55507	1	0
1	62920399	63153969	DOCK7	228354	0.977668365	273570	1	0
1	63063158	63071830	ANGPTL3	8672	1	48672	1	0
1	63788730	63790797	FOXD3	2067	1	42067	1	0
1	63833261	63904233	ALG6	68236	0.961449586	110972	1	0
1	64058947	64125916	PGM1	65589	0.979393451	106969	1	0
1	65298912	65432187	JAK1	131492	0.986621647	173275	1	0
1	65713902	65881552	DNAJC6	164643	0.982063823	209807	1	0
1	65886248	66107242	LEPR	211233	0.95583138	260994	1	0
1	66258197	66840259	PDE4B	569385	0.978220533	622062	1	0
1	67465015	67519782	SLC35D1	53912	0.984388409	94767	1	0
1	67632083	67725662	IL23R	91519	0.977986514	133579	1	0
1	67773047	67862583	IL12RB2	85801	0.958284936	129536	1	0
1	68150744	68154021	GADD45A	3277	1	43277	1	0
1	68511645	68517314	DIRAS3	5548	0.978655848	45669	1	0
1	68894505	68915642	RPE65	20932	0.990301367	61137	1	0
1	70876901	70905534	CTH	27725	0.968288339	68633	1	0
1	71861623	72748417	NEGR1	873023	0.984471027	924701	0.997741677	0
1	74663947	75010112	TNNI3K	341594	0.986795314	386242	1	0
1	75594119	75627218	LHX8	32658	0.986676335	73099	1	0
1	76190036	76253260	ACADM	60684	0.959825383	103224	1	0
1	76540404	77100286	ST6GALNAC3	552301	0.986459647	599882	1	0
1	77333126	77531396	ST6GALNAC5	193213	0.974494376	238270	1	0
1	78354198	78409580	NEXN	53361	0.963507999	95382	1	0
1	78409740	78444794	FUBP1	34894	0.995435614	75054	1	0
1	78769568	79005434	PTGFR	232636	0.986305784	275866	1	0
1	84831111	84863514	UOX	32083	0.990124371	72403	1	0
1	85731931	85742773	BCL10	10842	1	50842	1	0
1	86046444	86049645	CYR61	3201	1	43201	1	0
1	87794151	87814606	LMO4	20137	0.984453679	60455	1	0
1	91380859	91487829	ZNF644	105023	0.981798635	146970	1	0
1	92145902	92371892	TGFBR3	216854	0.959573432	265990	1	0
1	92711959	92764544	GLMN	51473	0.978853285	92585	1	0
1	92940319	92952433	GFI1	11882	0.980848605	52114	1	0
1	92974253	93257961	EVI5	274176	0.966402075	323708	1	0
1	93297582	93307481	RPL5	9218	0.931205172	49899	1	0
1	94350761	94374966	GCLM	23883	0.986696963	64205	1	0
1	94458393	94586688	ABCA4	126583	0.986655754	168295	1	0
1	94883933	94984222	ABCD3	98351	0.980675847	140289	1	0
1	97543299	98386605	DPYD	829198	0.983270604	883306	1	0
1	97561479	97788511	DPYD-AS1	221733	0.976659678	267032	1	0
1	100315640	100389579	AGL	66607	0.900837177	113939	1	0
1	100435345	100492535	SLC35A3	55826	0.976149677	97190	1	0
1	100652475	100715390	DBT	59515	0.945958833	102915	1	0
1	100810584	100985833	CDC14A	172087	0.981957101	215249	1	0
1	101185298	101204601	VCAM1	19303	1	59303	1	0
1	101337943	101361554	EXTL2	8554	0.362288764	63611	1	0
1	103342023	103574052	COL11A1	230154	0.991919114	272029	1	0
1	107682629	108026080	NTNG1	341484	0.994272837	383451	1	0
1	109417972	109477167	GPSM2	58608	0.990083622	99195	1	0
1	109792641	109818372	CELSR2	25330	0.984415685	65731	1	0
1	109852192	109940573	SORT1	86190	0.975209604	128381	1	0
1	110091233	110136975	GNAI3	45400	0.992523283	85742	1	0
1	110145889	110155679	GNAT2	9585	0.979060266	49790	1	0
1	110230436	110251661	GSTM1	16136	0.760235571	55470	0.90600245	1
1	110276554	110284384	GSTM3	7723	0.98633461	82530	0.934813388	0
1	110452864	110473614	CSF1	20750	1	60750	1	0
1	110602616	110613322	ALX3	10482	0.979077153	50706	1	0
1	110881128	110889299	RBM15	8171	1	48171	1	0
1	110993822	110999976	PROK1	6154	1	46154	1	0
1	111136202	111174096	KCNA2	37894	1	77894	1	0
1	112313284	112531777	KCND3	216720	0.991885324	258493	1	0
1	113454469	113499635	SLC16A1	43916	0.972324315	85166	1	0
1	113615831	113674882	LRIG2	46798	0.792501397	99051	1	0
1	114356433	114414381	PTPN22	56351	0.972440809	97948	1	0
1	114437370	114447823	AP4B1	10351	0.990242036	50453	1	0
1	114935399	115053781	TRIM33	112449	0.949882584	158382	1	0
1	115215719	115238239	AMPD1	22418	0.995470693	62520	1	0
1	115247090	115259515	NRAS	12050	0.969818913	52425	1	0
1	115259534	115301297	CSDE1	41336	0.989775639	81763	1	0
1	115572415	115576941	TSHB	4526	1	44526	1	0
1	115828539	115880857	NGF	51433	0.983084216	92318	1	0
1	116184574	116240845	VANGL1	50433	0.896252066	96271	1	0
1	116242628	116311402	CASQ2	67545	0.982129875	108774	1	0
1	116915290	116952883	ATP1A1	37087	0.986540047	77593	1	0
1	117910071	118071494	MAN1A2	157065	0.973002608	201423	1	0
1	118496484	118727846	SPAG17	227080	0.981492207	271362	1	0
1	119425669	119532179	TBX15	105407	0.989644165	146510	1	0
1	119957554	119965658	HSD3B2	7605	0.938425469	48104	1	0
1	120049821	120057681	HSD3B1	7758	0.987022901	47860	1	0
1	120202421	120286838	PHGDH	82917	0.982231067	124417	1	0
1	120290619	120311528	HMGCS2	20580	0.984265149	60909	1	0
1	120454176	120612240	NOTCH2	77320	0.489168944	183841	0.69906837	1
1	144836157	145076186	PDE4DIP	0	0	12548	0.043956814	1
1	145413095	145417545	HFE2	4450	1	44450	1	0
1	145438469	145442635	TXNIP	4166	1	44166	1	0
1	145507598	145513536	RBM8A	5809	0.978275514	45938	1	0
1	145516252	145523730	PEX11B	7365	0.984889008	47478	1	0
1	146646930	146714700	FMO5	64956	0.958477202	107770	1	0
1	146714291	146767443	CHD1L	52451	0.986811409	93152	1	0
1	147013182	147098017	BCL9	84112	0.991477574	124835	1	0
1	147228332	147245484	GJA5	17048	0.993936567	57152	1	0
1	147374946	147381393	GJA8	6447	1	357289	1	0
1	149754227	149764074	FCGR1A	0	0	122246	0.400229178	0
1	149895209	149900236	SF3B4	5027	1	45027	1	0
1	150039369	150117505	VPS45	75855	0.97080731	118136	1	0
1	150293925	150325671	PRPF3	29869	0.940874441	71746	1	0
1	150480538	150486265	ECM1	5727	1	45727	1	0
1	150521884	150533413	ADAMTSL4	11427	0.991152745	51529	1	0
1	150768684	150780799	CTSK	11663	0.962690879	52115	1	0
1	150782181	150849244	ARNT	63650	0.949107556	107063	1	0
1	150898739	150937213	SETDB1	35890	0.932837761	78474	1	0
1	151030234	151040970	MLLT11	10700	0.996646796	50736	1	0
1	151313116	151319833	RFX5	6717	1	46717	1	0
1	151375200	151431941	POGZ	54630	0.962795862	96741	1	0
1	152274651	152297679	FLG	8339	0.36212437	63028	1	0
1	152483320	152484653	LCE5A	1333	1	41333	1	0
1	152586287	152586574	LCE3B	0	0	18834	0.467495718	1
1	153232176	153234598	LOR	2287	0.944260941	42422	1	0
1	153430220	153433177	S100A7	2957	1	42957	1	0
1	153777201	153895451	GATAD2B	110921	0.938021142	158250	1	0
1	154127784	154167124	TPM3	38498	0.978596848	79340	1	0
1	154244987	154248351	HAX1	3262	0.969678954	43364	1	0
1	154377669	154441926	IL6R	62670	0.975302302	104257	1	0
1	154540257	154552502	CHRNB2	12245	1	52245	1	0
1	154554538	154600475	ADAR	44643	0.971830986	85937	1	0
1	154669931	154842756	KCNN3	167108	0.966920295	212825	1	0
1	154955814	154965587	FLAD1	8311	0.850404175	50814	1	0
1	155112367	155113071	DPM3	704	1	40704	1	0
1	155158300	155162707	MUC1	2835	0.643294758	52455	1	0
1	155204243	155214490	GBA	9658	0.942519762	54318	1	0
1	155232659	155248282	CLK2	15211	0.973628624	67516	1	0
1	155247374	155259639	HCN3	11180	0.911536894	52265	1	0
1	155259630	155271225	PKLR	10761	0.928072445	51595	1	0
1	155278539	155290457	FDPS	11612	0.974324551	51918	1	0
1	155719508	155829191	GON4L	103191	0.940811247	149683	1	0
1	155867599	155881195	RIT1	12300	0.904677846	53596	1	0
1	156024543	156028301	LAMTOR2	3655	0.972591804	43758	1	0
1	156030951	156040295	RAB25	8546	0.914597603	49344	1	0
1	156052364	156109880	LMNA	55701	0.968443564	97516	1	0
1	156117157	156147543	SEMA4A	29491	0.970545646	70386	1	0
1	156495197	156542396	IQGAP3	42913	0.909192991	87199	1	0
1	156611182	156629324	BCAN	17919	0.987708081	58142	1	0
1	156720402	156770607	PRCC	47341	0.942953889	90205	1	0
1	156785432	156851642	NTRK1	64674	0.976801087	106210	1	0
1	157543539	157567870	FCRL4	23990	0.985984957	64331	1	0
1	158548709	158549689	OR10X1	980	1	40980	1	0
1	158580496	158656488	SPTA1	75236	0.990051584	115992	1	0
1	159682079	159684379	CRP	2123	0.923043478	42300	1	0
1	159997462	160001783	PIGM	3995	0.924554501	44321	1	0
1	160007257	160040038	KCNJ10	32390	0.988072359	72781	1	0
1	160085549	160113381	ATP1A2	27618	0.992311009	67832	1	0
1	160246602	160256138	PEX19	9536	1	49536	1	0
1	160313062	160328742	NCSTN	15447	0.985140306	55680	1	0
1	160370376	160398468	VANGL2	28058	0.998789691	68092	1	0
1	160799950	160832692	CD244	32421	0.990196078	72742	1	0
1	161009041	161015767	USF1	6415	0.953761522	46726	1	0
1	161040785	161059389	PVRL4	18502	0.994517308	58604	1	0
1	161136200	161147803	PPOX	11459	0.987589417	51603	1	0
1	161141100	161147287	B4GALT3	6187	1	46187	1	0
1	161166894	161184185	NDUFS2	17256	0.997975826	57291	1	0
1	161185024	161190489	FCER1G	5104	0.933943275	45465	1	0
1	161192082	161193421	APOA2	1339	1	41339	1	0
1	161199456	161208092	NR1I3	8316	0.962945808	48636	1	0
1	161274525	161279762	MPZ	4891	0.93393164	45237	1	0
1	161284047	161332984	SDHC	47780	0.976357357	88937	1	0
1	161475220	161493803	FCGR2A	17866	0.961416348	191674	1	0
1	161511549	161600917	FCGR3A	78343	0.876633694	167299	1	0
1	161551101	161648444	FCGR2B	70379	0.723000113	188849	1	0
1	161592986	161601753	FCGR3B	8319	0.948899281	167299	1	0
1	161736084	161933860	ATF6	194377	0.98281389	237776	1	0
1	162039564	162353321	NOS1AP	308899	0.98451668	353757	1	0
1	162601163	162757190	DDR2	152614	0.978125581	210000	1	0
1	164524821	164868533	PBX1	337011	0.980504027	383712	1	0
1	165600098	165631033	MGST3	30474	0.985097786	70935	1	0
1	165696032	165796992	TMCO1	96033	0.951198494	140960	1	0
1	167399877	167487847	CD247	70912	0.806092986	127970	1	0
1	167778625	167883453	ADCY10	101744	0.970580379	144828	1	0
1	168250278	168283664	TBX19	32817	0.982956928	73386	1	0
1	169074935	169101960	ATP1B1	26223	0.970323774	67025	1	0
1	169101769	169337205	NME7	213017	0.90477667	258392	0.937259013	1
1	169433147	169455241	SLC19A2	21854	0.989137322	62094	1	0
1	169483404	169555826	F5	71222	0.983430449	112422	1	0
1	169558087	169599431	SELP	41021	0.9921875	81344	1	0
1	169659808	169680839	SELL	21031	1	61031	1	0
1	169691781	169733846	SELE	40305	0.95815999	82065	1	0
1	170501270	170522587	GORAB	21215	0.995215087	61317	1	0
1	170631869	170708560	PRRX1	75333	0.982292577	116691	1	0
1	171060018	171086959	FMO3	24750	0.91867414	66941	1	0
1	171217638	171255117	FMO1	37066	0.988980496	77479	1	0
1	171283347	171311223	FMO4	27700	0.993686325	67876	1	0
1	171604557	171621823	MYOC	16928	0.980423955	57266	1	0
1	172501489	172580971	SUCO	75184	0.945924863	119482	1	0
1	172628154	172636014	FASLG	7860	1	47860	1	0
1	173152873	173176452	TNFSF4	23272	0.98697994	63579	1	0
1	173793641	173827684	DARS2	32548	0.956084951	74043	1	0
1	173872947	173886516	SERPINC1	13362	0.984744639	53569	1	0
1	173900352	173991435	RC3H1	87457	0.960190156	131083	1	0
1	175284330	175712906	TNR	423279	0.987640465	468576	1	0
1	175913967	176176629	RFWD2	257345	0.979757255	302662	1	0
1	179068462	179198819	ABL2	124720	0.956757213	170357	1	0
1	179519674	179545087	NPHS2	25278	0.994687758	65413	1	0
1	180199421	180249380	LHX4	49395	0.988710743	89959	1	0
1	180244515	180472089	ACBD6	223847	0.983622909	267574	1	0
1	181003067	181031074	MR1	27044	0.965615739	68007	1	0
1	181382238	181777219	CACNA1E	392482	0.993673113	434981	1	0
1	182350839	182361341	GLUL	10502	1	50502	1	0
1	182542769	182558391	RNASEL	15494	0.991806427	55622	1	0
1	182758428	182799519	NPL	40389	0.982915967	81091	1	0
1	183155373	183214035	LAMC2	57925	0.987436501	98662	1	0
1	183524698	183560011	NCF2	34429	0.974966726	75313	1	0
1	185703683	186160085	HMCN1	452142	0.990666123	496402	1	0
1	186265405	186283694	PRG4	16431	0.89840888	58289	1	0
1	186280784	186344825	TPR	62881	0.981886604	104041	1	0
1	186640923	186649559	PTGS2	8636	1	48636	1	0
1	186798085	186958113	PLA2G4A	155547	0.97199865	200028	1	0
1	192778169	192781403	RGS2	3234	1	43234	1	0
1	193028552	193060907	TROVE2	31805	0.983001082	72355	1	0
1	193091147	193223031	CDC73	128348	0.97318856	171884	1	0
1	193148175	193155784	B3GALT2	7609	1	47609	1	0
1	196621008	196716634	CFH	93882	0.981762282	139280	0.999526359	0
1	196743925	196763203	CFHR3	16787	0.870785351	57310	0.505642265	0
1	196788887	196801319	CFHR1	10720	0.862290862	28726	0.416656997	1
1	196819371	196888102	CFHR4	67794	0.986367141	124033	0.755143043	0
1	196946667	196978804	CFHR5	31792	0.98926471	72137	1	0
1	197008321	197036397	F13B	27696	0.986465308	68076	1	0
1	197053258	197115824	ASPM	62121	0.992887511	102566	1	0
1	197122810	197169672	ZBTB41	45721	0.975651914	86862	1	0
1	197170592	197447585	CRB1	267244	0.964804165	316993	1	0
1	198607801	198726545	PTPRC	103136	0.868557569	158744	1	0
1	200708686	200829832	CAMSAP2	113594	0.937661995	161146	1	0
1	201008642	201081694	CACNA1S	72326	0.990061874	113052	1	0
1	201252580	201302121	PKP1	49333	0.995801457	89541	1	0
1	201328136	201346890	TNNT2	18754	1	58754	1	0
1	201977073	201986316	ELF3	9140	0.988856432	49243	1	0
1	202559724	202679545	SYT2	115487	0.963829379	159821	1	0
1	202930997	202936408	CYB5R1	5386	0.995379782	46451	1	0
1	203148059	203155877	CHI3L1	7797	0.997313891	47818	1	0
1	203181955	203242769	CHIT1	59630	0.980530799	100814	1	0
1	203309756	203320617	FMOD	10657	0.981217199	50861	1	0
1	203463271	203477992	OPTC	13417	0.911419061	54721	1	0
1	203595689	203713209	ATP2B4	110338	0.938886998	157520	1	0
1	203830731	203839678	SNRPE	8491	0.949033195	48947	1	0
1	204123944	204135465	REN	11394	0.988976651	51521	1	0
1	204159469	204165614	KISS1	4750	0.772986168	46145	1	0
1	204485511	204542871	MDM4	56153	0.978957462	97360	1	0
1	205577071	205601090	ELK4	23517	0.979099879	64019	1	0
1	205626979	205649587	SLC45A3	22608	1	62608	1	0
1	205758221	205782876	SLC41A1	24448	0.991604137	64655	1	0
1	205882176	205912588	SLC26A9	25429	0.836150204	60531	0.859668806	0
1	206516200	206637783	SRGAP2	88984	0.731878634	104080	0.592838997	1
1	206680879	206762616	RASSF5	79512	0.972778546	121737	1	0
1	206940947	206945839	IL10	4892	1	44892	1	0
1	207101863	207119811	PIGR	17846	0.994316916	58870	1	0
1	207494853	207534311	CD55	37252	0.944092453	75929	0.955586599	1
1	207627575	207663240	CR2	32312	0.905986261	127417	0.870346589	0
1	207669492	207813992	CR1	112176	0.776304498	165519	0.897121951	1
1	207925402	207968858	CD46	42497	0.977931701	83456	1	0
1	209788215	209825811	LAMB3	37172	0.988722204	77596	1	0
1	209859510	209908295	HSD11B1	47962	0.98313006	88785	1	0
1	209959036	209979465	IRF6	20123	0.985021293	60429	1	0
1	210111538	210337636	SYT14	222780	0.985324948	266098	1	0
1	211649864	211666259	RD3	16293	0.993778591	56395	1	0
1	213031597	213072705	FLVCR1	39492	0.960688917	81108	1	0
1	214156524	214214595	PROX1	57514	0.990408293	98071	1	0
1	214522039	214725792	PTPN14	199645	0.979838334	243753	1	0
1	215796236	216596738	USH2A	789398	0.986128704	840502	1	0
1	218519577	218617961	TGFB2	96739	0.983279802	138384	1	0
1	219858769	220131989	SLC30A10	258991	0.947921089	313220	1	0
1	220321635	220445796	RAB3GAP2	121457	0.978221825	164161	1	0
1	221051699	221058401	HLX	6702	1	46702	1	0
1	222988406	223179337	DISP1	187253	0.980736496	230931	1	0
1	223282748	223316624	TLR5	33118	0.977624277	73876	1	0
1	225589204	225616627	LBR	23423	0.854137038	67423	1	0
1	225997794	226033260	EPHX1	31957	0.90106017	76319	1	0
1	226124298	226129189	LEFTY2	4736	0.968309139	44891	1	0
1	226249552	226259702	H3F3A	10026	0.987783251	50150	1	0
1	226548392	226595780	PARP1	46799	0.987570693	87388	1	0
1	227057885	227083806	PSEN2	25899	0.999151267	65921	1	0
1	227085237	227175246	ADCK3	83616	0.928973769	130009	1	0
1	228337553	228347527	GJC2	9974	1	49974	1	0
1	228612546	228613026	HIST3H3	480	1	40480	1	0
1	229566992	229569845	ACTA1	2729	0.956536979	42853	1	0
1	230193536	230417870	GALNT2	221860	0.988971801	264334	1	0
1	230778235	230829728	COG2	51082	0.992018333	91493	1	0
1	230838269	230850043	AGT	11669	0.991082045	51774	1	0
1	231376953	231413719	GNPAT	35993	0.97897514	76766	1	0
1	231499497	231560790	EGLN1	59654	0.973259589	101293	1	0
1	231762561	232177018	DISC1	405754	0.97900144	453308	0.997471708	1
1	235294949	235491534	ARID4B	191722	0.975262609	238875	1	0
1	235530675	235612283	TBCE	74713	0.915510734	121608	1	0
1	235613238	235667781	B3GALNT2	52627	0.964871753	94543	1	0
1	235824341	236046940	LYST	213048	0.957093248	262599	1	0
1	236511562	236648214	EDARADD	124815	0.913378509	176652	1	0
1	236849754	236927931	ACTN2	70419	0.900763652	118177	1	0
1	236958610	237067281	MTR	107243	0.98685942	148671	1	0
1	237205505	237997288	RYR2	767041	0.968751539	831783	1	0
