chrom	start	end	gene	bp_overlap_v4.2.1	percent_overlap_v4.2.1	bp_flanking_plus_segdups_overlap_hifiasm	percent_flanking_plus_segdups_overlap_hifiasm	flanking_breaks_in_dip_bed
chr1	43172149	43254358	CFAP57	81008	0.985390894	122209	1	0
chr1	43337818	43354466	MPL	16608	0.997597309	56648	1	0
chr1	43705824	43931165	ST3GAL3	212448	0.942784491	265341	1	0
chr1	43978943	43991170	B4GALT2	11722	0.958697964	52227	1	0
chr1	43991500	44031467	SLC6A9	39161	0.979833363	79967	1	0
chr1	44819844	44843253	PTCH2	23116	0.987483447	63409	1	0
chr1	44850522	44986722	EIF2B3	130202	0.955961821	176200	1	0
chr1	45010950	45015575	UROD	4625	1	44625	1	0
chr1	45329163	45340893	MUTYH	11615	0.990196078	51730	1	0
chr1	45500300	45513382	MMACHC	12648	0.966824645	53082	1	0
chr1	46188682	46220305	POMGNT1	30653	0.969326123	74277	1	0
chr1	46246461	46278480	RAD54L	31392	0.980417877	72019	1	0
chr1	46394317	46413848	FAAH	19307	0.988531053	59531	1	0
chr1	47137435	47149735	CYP4A22	12300	1	102496	1	0
chr1	47216290	47232220	TAL1	15675	0.983992467	55930	1	0
chr1	47250139	47314147	STIL	60476	0.944819398	104008	1	0
chr1	47333797	47378839	CMPK1	42739	0.948869944	85042	1	0
chr1	47416285	47418052	FOXE3	1767	1	41767	1	0
chr1	48532854	50023954	AGBL4	1478831	0.991771846	1531100	1	0
chr1	50960745	50974634	CDKN2C	13722	0.987976096	53889	1	0
chr1	51236273	51273447	RNF11	36054	0.969871416	77174	1	0
chr1	51354263	51519266	EPS15	162195	0.982982128	205003	1	0
chr1	52372829	52404423	ORC1	30235	0.956985504	71594	1	0
chr1	52927276	53051698	SCP2	121356	0.975358056	164422	1	0
chr1	53196792	53214197	CPT2	16847	0.967940247	57405	1	0
chr1	53242364	53328469	LRP8	84257	0.978537832	126105	1	0
chr1	54849627	54887195	DHCR24	36500	0.97157155	77568	1	0
chr1	54998933	55017172	BSND	17436	0.955973463	58239	1	0
chr1	55039447	55064852	PCSK9	25206	0.992166896	65405	1	0
chr1	56854797	56918223	C8A	63221	0.996767887	103426	1	0
chr1	56929207	56966140	C8B	36352	0.984268811	76933	1	0
chr1	58575433	58577252	TACSTD2	1819	1	41819	1	0
chr1	58780791	58784047	JUN	3228	0.991400491	43256	1	0
chr1	59893308	59926773	CYP2J2	33416	0.998535784	73465	1	0
chr1	60865259	61462788	NFIA	585309	0.97954911	637529	1	0
chr1	62436297	62451804	USP1	15507	1	55507	1	0
chr1	62454298	62688386	DOCK7	228867	0.977696422	274088	1	0
chr1	62597520	62606313	ANGPTL3	8793	1	48793	1	0
chr1	63322567	63325128	FOXD3	2561	1	42561	1	0
chr1	63367575	63438553	ALG6	68063	0.958930936	110978	1	0
chr1	63593411	63660245	PGM1	65574	0.98114732	106834	1	0
chr1	64833229	65067754	JAK1	228148	0.972808869	274525	1	0
chr1	65248219	65415871	DNAJC6	164748	0.982678405	209809	1	0
chr1	65420652	65641559	LEPR	212065	0.959974107	260907	1	0
chr1	65792514	66374579	PDE4B	569700	0.978756668	622065	1	0
chr1	66999350	67054148	SLC35D1	53943	0.984397241	94798	1	0
chr1	67138907	67259979	IL23R	117892	0.973734637	161072	1	0
chr1	67307364	67397090	IL12RB2	85979	0.958239529	129726	1	0
chr1	67685201	67688334	GADD45A	3133	1	43133	1	0
chr1	68045886	68051631	DIRAS3	5624	0.978938207	45745	1	0
chr1	68428822	68449954	RPE65	20927	0.990299072	61132	1	0
chr1	70411218	70439851	CTH	27792	0.970628296	68633	1	0
chr1	71395943	72282539	NEGR1	872676	0.984299501	924698	0.997951642	0
chr1	74235387	74544428	TNNI3K	304844	0.986419278	349041	1	0
chr1	75128434	75161533	LHX8	32689	0.987612919	73099	1	0
chr1	75724347	75787575	ACADM	59329	0.938334282	103228	1	0
chr1	76074746	76634603	ST6GALNAC3	551382	0.984862206	599857	1	0
chr1	76867480	77067546	ST6GALNAC5	197205	0.985699719	240066	1	0
chr1	77888513	77943895	NEXN	53451	0.965133076	95382	1	0
chr1	77944055	77979110	FUBP1	34792	0.992497504	75055	1	0
chr1	78303884	78540701	PTGFR	233590	0.986373444	276817	1	0
chr1	84363706	84397831	UOX	33805	0.990622711	74125	1	0
chr1	85265776	85276632	BCL10	10856	1	50856	1	0
chr1	87328880	87348923	LMO4	19725	0.984134112	60043	1	0
chr1	90915298	91022272	ZNF644	105154	0.98298652	146974	1	0
chr1	91680343	91906335	TGFBR3	216840	0.959502991	265992	1	0
chr1	92246402	92298987	GLMN	51473	0.978853285	92585	1	0
chr1	92473043	92486925	GFI1	13650	0.983287711	53882	1	0
chr1	92508696	92792404	EVI5	275167	0.969895103	323708	1	0
chr1	92832013	92841924	RPL5	9809	0.989708405	49911	1	0
chr1	93885199	93909456	GCLM	23935	0.986725481	64257	1	0
chr1	93992834	94121148	ABCA4	126442	0.985410789	168314	1	0
chr1	94418389	94518666	ABCD3	98360	0.980882954	140277	1	0
chr1	97077743	97995000	DPYD	901611	0.982942621	957257	1	0
chr1	97095923	97322955	DPYD-AS1	221616	0.976144332	267032	1	0
chr1	99850361	99924023	AGL	56367	0.765211371	113662	1	0
chr1	99969351	100035634	SLC35A3	64955	0.979964697	106283	1	0
chr1	100186919	100249834	DBT	58598	0.931383613	102915	1	0
chr1	100345001	100520277	CDC14A	172116	0.981971291	215276	1	0
chr1	100719742	100739045	VCAM1	19303	1	59303	1	0
chr1	100872372	100895179	EXTL2	8179	0.358617968	62807	1	0
chr1	102876467	103108872	COL11A1	230670	0.992534584	272405	1	0
chr1	107140007	107483458	NTNG1	341360	0.993911795	383451	1	0
chr1	108875350	108934545	GPSM2	58608	0.990083622	99195	1	0
chr1	109249539	109275751	CELSR2	25856	0.986418434	66212	1	0
chr1	109309568	109397918	SORT1	86178	0.975415959	128350	1	0
chr1	109548615	109600195	GNAI3	51134	0.991353238	91580	1	0
chr1	109603254	109619929	GNAT2	16470	0.987706147	56675	1	0
chr1	109687814	109709039	GSTM1	16301	0.768009423	55470	0.90600245	1
chr1	109733932	109741038	GSTM3	7000	0.985083028	81806	0.934274392	0
chr1	109910242	109930992	CSF1	20750	1	60750	1	0
chr1	110059870	110070672	ALX3	10482	0.970375856	50802	1	0
chr1	110338506	110346681	RBM15	8175	1	48175	1	0
chr1	110451149	110457358	PROK1	6209	1	46209	1	0
chr1	110519837	110631474	KCNA2	110474	0.989582307	151637	1	0
chr1	111770662	111989155	KCND3	216817	0.992329274	258493	1	0
chr1	112911847	112957013	SLC16A1	43916	0.972324315	85166	1	0
chr1	113073198	113132260	LRIG2	46869	0.793555924	99062	1	0
chr1	113813811	113871753	PTPN22	56445	0.974163819	97942	1	0
chr1	113894194	113905201	AP4B1	10905	0.99073317	51007	1	0
chr1	114392790	114511203	TRIM33	112556	0.950537525	158413	1	0
chr1	114673090	114695618	AMPD1	22426	0.995472301	62528	1	0
chr1	114704469	114716771	NRAS	12156	0.988132011	52302	1	0
chr1	114716913	114758676	CSDE1	41413	0.991619376	81763	1	0
chr1	115029826	115034302	TSHB	4476	1	44476	1	0
chr1	115285917	115338249	NGF	51450	0.983146067	92332	1	0
chr1	115641970	115698224	VANGL1	50416	0.896220713	96254	1	0
chr1	115700007	115768781	CASQ2	67649	0.983642074	108774	1	0
chr1	116372668	116410261	ATP1A1	37088	0.986566648	77593	1	0
chr1	117367449	117528872	MAN1A2	157151	0.97353537	201423	1	0
chr1	117606048	117628389	TENT5C	22022	0.98572132	62341	1	0
chr1	117953590	118185228	SPAG17	226394	0.977361227	271638	1	0
chr1	118883046	118989556	TBX15	105387	0.989456389	146510	1	0
chr1	119414931	119423035	HSD3B2	7488	0.923988154	48104	1	0
chr1	119507198	119515054	HSD3B1	7745	0.985870672	47856	1	0
chr1	119648411	119744226	PHGDH	94266	0.983833429	135815	1	0
chr1	119748002	119768905	HMGCS2	20574	0.984260632	60903	1	0
chr1	119911553	120100779	NOTCH2	167227	0.883742192	521864	0.81345132	0
chr1	145911350	145918717	PEX11B	7259	0.98534003	47367	1	0
chr1	145917714	145927678	RBM8A	9835	0.987053392	49964	1	0
chr1	145992435	145996579	TXNIP	4144	1	44144	1	0
chr1	147175351	147243050	FMO5	65903	0.973470805	107699	1	0
chr1	147242654	147295765	CHD1L	52195	0.982753102	93111	1	0
chr1	147541501	147626216	BCL9	83236	0.982541463	124715	1	0
chr1	147756199	147773362	GJA5	17058	0.993882188	57163	1	0
chr1	147907956	147909257	GJA8	1301	1	121907	1	0
chr1	148808181	149048286	PDE4DIP	143534	0.597796797	540547	0.374465022	1
chr1	149782671	149792518	FCGR1A	9598	0.974713111	540547	0.374465022	0
chr1	149923317	149927803	SF3B4	4486	1	44486	1	0
chr1	150067279	150145329	VPS45	75463	0.96685458	118050	1	0
chr1	150321479	150353233	PRPF3	29284	0.922214524	71754	1	0
chr1	150508062	150513789	ECM1	5727	1	45727	1	0
chr1	150549369	150560937	ADAMTSL4	11466	0.991182573	51568	1	0
chr1	150796208	150808260	CTSK	11600	0.962495851	52052	1	0
chr1	150809713	150876708	ARNT	63672	0.950399284	106995	1	0
chr1	150926263	150964744	SETDB1	35897	0.932849978	78481	1	0
chr1	151060397	151069544	MLLT11	9147	1	49147	1	0
chr1	151340640	151347357	RFX5	6717	1	46717	1	0
chr1	151402724	151459494	POGZ	54665	0.962920557	96770	1	0
chr1	152302165	152325239	FLG	8375	0.362962642	63074	1	0
chr1	152510803	152512177	LCE5A	1374	1	41374	1	0
chr1	152613811	152614098	LCE3B	0	0	18834	0.467495718	1
chr1	153457744	153460651	S100A7	2907	1	42907	1	0
chr1	153789030	153923360	GATAD2B	126408	0.941025832	174330	1	0
chr1	154155304	154194648	TPM3	38544	0.979666531	79344	1	0
chr1	154272589	154275875	HAX1	3184	0.968959221	43286	1	0
chr1	154405193	154469450	IL6R	62670	0.975302302	104257	1	0
chr1	154567778	154580013	CHRNB2	12235	1	52235	1	0
chr1	154582057	154628013	ADAR	44674	0.972103751	85956	1	0
chr1	154697455	154870281	KCNN3	167109	0.966920487	212826	1	0
chr1	154983338	154993111	FLAD1	8311	0.850404175	50814	1	0
chr1	155139891	155140595	DPM3	704	1	40704	1	0
chr1	155185824	155192916	MUC1	3512	0.495205866	55140	1	0
chr1	155234452	155244699	GBA	9658	0.942519762	54318	1	0
chr1	155262868	155278491	CLK2	15212	0.973692633	67516	1	0
chr1	155277463	155289848	HCN3	11005	0.888574889	52385	1	0
chr1	155289293	155301438	PKLR	11311	0.931329765	52145	1	0
chr1	155308748	155320666	FDPS	11612	0.974324551	51918	1	0
chr1	155749662	155859400	GON4L	103012	0.93870856	149738	1	0
chr1	155897808	155911404	RIT1	12300	0.904677846	53596	1	0
chr1	156054782	156058506	LAMTOR2	3621	0.972341568	43724	1	0
chr1	156061160	156070504	RAB25	8560	0.91609589	49344	1	0
chr1	156082573	156140089	LMNA	55904	0.971973016	97516	1	0
chr1	156147366	156177752	SEMA4A	28822	0.948528928	70386	1	0
chr1	156525405	156572604	IQGAP3	43020	0.911459989	87199	1	0
chr1	156641390	156659532	BCAN	17919	0.987708081	58142	1	0
chr1	156750610	156800815	PRCC	47364	0.943412011	90205	1	0
chr1	156815640	156881850	NTRK1	64615	0.975909983	106210	1	0
chr1	157573747	157598085	FCRL4	23997	0.985988988	64338	1	0
chr1	158578919	158579899	OR10X1	980	1	40980	1	0
chr1	158610704	158686715	SPTA1	75246	0.989935667	116011	1	0
chr1	159203307	159206500	ACKR1	3193	1	43193	1	0
chr1	159712289	159714589	CRP	2123	0.923043478	42300	1	0
chr1	159998651	160070160	KCNJ10	70625	0.98763792	111509	1	0
chr1	160024953	160031990	PIGM	6730	0.956373455	47037	1	0
chr1	160115759	160143591	ATP1A2	27618	0.992311009	67832	1	0
chr1	160276812	160286348	PEX19	9536	1	49536	1	0
chr1	160343316	160358952	NCSTN	15403	0.985098491	55636	1	0
chr1	160400564	160428670	VANGL2	28050	0.998007543	68106	1	0
chr1	160830160	160862887	CD244	32406	0.990191585	72727	1	0
chr1	161039251	161045977	USF1	6415	0.953761522	46726	1	0
chr1	161166056	161178013	PPOX	11813	0.987956845	51957	1	0
chr1	161171310	161177968	B4GALT3	6658	1	46658	1	0
chr1	161197104	161214395	NDUFS2	17256	0.997975826	57291	1	0
chr1	161215234	161220699	FCER1G	5104	0.933943275	45465	1	0
chr1	161222292	161223631	APOA2	1339	1	41339	1	0
chr1	161229666	161238244	NR1I3	8258	0.962695267	48578	1	0
chr1	161304735	161309972	MPZ	4899	0.935459232	45237	1	0
chr1	161314381	161371964	SDHC	56239	0.976659778	97583	1	0
chr1	161505430	161524013	FCGR2A	18106	0.974331378	191674	1	0
chr1	161541759	161550737	FCGR3A	8724	0.971708621	167299	1	0
chr1	161623196	161631963	FCGR3B	8416	0.959963499	167299	1	0
chr1	161663147	161678654	FCGR2B	2551	0.164506352	188849	1	0
chr1	161766320	161964070	ATF6	194736	0.984758534	237750	1	0
chr1	162069691	162370475	NOS1AP	295978	0.984021756	340784	1	0
chr1	162631373	162787405	DDR2	152620	0.978132691	210000	1	0
chr1	164555584	164899296	PBX1	337123	0.980829881	383712	1	0
chr1	165631213	165661796	MGST3	30245	0.988948108	70583	1	0
chr1	165724293	165827755	TMCO1	98607	0.953074559	143462	1	0
chr1	167430640	167518610	CD247	70942	0.806434012	127970	1	0
chr1	167809386	167914215	ADCY10	101745	0.97058066	144829	1	0
chr1	168280877	168314426	TBX19	32977	0.982950311	73549	1	0
chr1	169105697	169132722	ATP1B1	26259	0.971655874	67025	1	0
chr1	169132531	169367948	NME7	214036	0.909178182	258392	0.937259013	1
chr1	169463909	169485944	SLC19A2	21795	0.989108237	62035	1	0
chr1	169511951	169586588	F5	73458	0.984203545	114637	1	0
chr1	169588849	169630193	SELP	41021	0.9921875	81344	1	0
chr1	169690665	169711702	SELL	21037	1	61037	1	0
chr1	169722640	169764705	SELE	40297	0.957969809	82065	1	0
chr1	170532129	170553446	GORAB	21205	0.994745977	61317	1	0
chr1	170662728	170739421	PRRX1	75338	0.982332155	116693	1	0
chr1	171090901	171117819	FMO3	24833	0.922542537	66918	1	0
chr1	171248471	171285978	FMO1	37094	0.988988722	77507	1	0
chr1	171314183	171342084	FMO4	27725	0.993691982	67901	1	0
chr1	171635417	171652688	MYOC	16961	0.982050837	57271	1	0
chr1	172532349	172611833	SUCO	75186	0.945926224	119484	1	0
chr1	172659103	172666876	FASLG	7773	1	47773	1	0
chr1	173183731	173207331	TNFSF4	23293	0.986991525	63600	1	0
chr1	173824653	173858808	DARS2	32455	0.950226907	74155	1	0
chr1	173903804	173917378	SERPINC1	13367	0.984750258	53574	1	0
chr1	173931084	174022357	RC3H1	87718	0.961050913	131273	1	0
chr1	175315194	175743616	TNR	423241	0.987906783	468422	1	0
chr1	179099330	179229684	ABL2	124559	0.955544134	170354	1	0
chr1	179550539	179575952	NPHS2	25278	0.994687758	65413	1	0
chr1	180230264	180278984	LHX4	48156	0.988423645	88720	1	0
chr1	180269653	180502954	ACBD6	229473	0.983592012	273301	1	0
chr1	181033425	181061938	MR1	27570	0.966927366	68513	1	0
chr1	181317690	181808084	CACNA1E	486591	0.992245011	530394	1	0
chr1	182378098	182392206	GLUL	14108	1	54108	1	0
chr1	182573634	182589256	RNASEL	15494	0.991806427	55622	1	0
chr1	182789293	182830384	NPL	40462	0.984692512	81091	1	0
chr1	183186238	183245127	LAMC2	57927	0.983664182	98889	1	0
chr1	183555562	183590876	NCF2	34447	0.97544883	75314	1	0
chr1	185734391	186190949	HMCN1	452402	0.990897104	496558	1	0
chr1	186296279	186314567	PRG4	16447	0.899332896	58288	1	0
chr1	186311652	186375693	TPR	62827	0.981043394	104041	1	0
chr1	186671791	186680423	PTGS2	8632	1	48632	1	0
chr1	186828949	186988981	PLA2G4A	155633	0.972511748	200032	1	0
chr1	192809039	192812275	RGS2	3236	1	43236	1	0
chr1	193121983	193254815	CDC73	129103	0.971926945	172832	1	0
chr1	193178730	193186613	B3GALT2	7883	1	47883	1	0
chr1	196652043	196747504	CFH	93699	0.9815422	139115	0.999525797	0
chr1	196774813	196795407	CFHR3	18229	0.885160726	57310	0.505642265	0
chr1	196819757	196832189	CFHR1	10812	0.86969112	28726	0.416656997	1
chr1	196888014	196918713	CFHR4	30426	0.991107202	83208	1	0
chr1	196977556	197009678	CFHR5	31787	0.989571011	72122	1	0
chr1	197038741	197067260	F13B	28139	0.98667555	68519	1	0
chr1	197084127	197146694	ASPM	62122	0.992887624	102567	1	0
chr1	197153680	197200542	ZBTB41	45721	0.975651914	86862	1	0
chr1	197268204	197478455	CRB1	199679	0.949717243	250251	1	0
chr1	198638457	198757476	PTPRC	102283	0.859383796	159019	1	0
chr1	200739558	200860704	CAMSAP2	115538	0.953708748	161146	1	0
chr1	201039512	201112451	CACNA1S	72210	0.990005347	112939	1	0
chr1	201283452	201332993	PKP1	49333	0.995801457	89541	1	0
chr1	201359008	201377764	TNNT2	18755	0.999946684	58756	1	0
chr1	202007945	202017183	ELF3	9135	0.988850401	49238	1	0
chr1	202590596	202710454	SYT2	115325	0.962180247	159858	1	0
chr1	202961873	202967275	CYB5R1	5382	0.996297668	46446	1	0
chr1	203178931	203186704	CHI3L1	7655	0.984819246	47773	1	0
chr1	203212827	203273641	CHIT1	59710	0.981846285	100814	1	0
chr1	203340628	203351758	FMOD	10926	0.981671159	51130	1	0
chr1	203494153	203508949	OPTC	13364	0.903217086	54796	1	0
chr1	203626561	203744081	ATP2B4	110317	0.938708305	157520	1	0
chr1	203861599	203871152	SNRPE	9097	0.952266304	49553	1	0
chr1	204154819	204190324	REN	34580	0.973947331	75505	1	0
chr1	204190341	204196491	KISS1	4755	0.773170732	46150	1	0
chr1	204516379	204558120	MDM4	40767	0.976665629	81741	1	0
chr1	205597556	205632011	ELK4	33862	0.982789145	74455	1	0
chr1	205657851	205680509	SLC45A3	22546	0.995056934	62658	1	0
chr1	205767986	205775482	RAB29	7496	1	47496	1	0
chr1	205789094	205813748	SLC41A1	24447	0.991603797	64654	1	0
chr1	205913048	205943460	SLC26A9	30310	0.996646061	70412	1	0
chr1	206203345	206464443	SRGAP2	244325	0.935759753	332824	1	0
chr1	206507531	206589448	RASSF5	79359	0.968773271	121917	1	0
chr1	206767602	206774541	IL10	6939	1	46939	1	0
chr1	206928522	206946466	PIGR	17842	0.994315649	58870	1	0
chr1	207321532	207386804	CD55	54836	0.84011521	101743	0.966477316	1
chr1	207454230	207489895	CR2	32312	0.905986261	127417	0.870346589	0
chr1	207496147	207641765	CR1	114280	0.784793089	166637	0.897741598	1
chr1	207752054	207795513	CD46	42611	0.980487356	83459	1	0
chr1	209614870	209652425	LAMB3	37131	0.988709892	77555	1	0
chr1	209686178	209734949	HSD11B1	47947	0.983104714	88771	1	0
chr1	209785617	209806175	IRF6	20252	0.985115284	60558	1	0
chr1	209900923	210171389	SYT14	266304	0.984611744	310466	1	0
chr1	211476522	211492917	RD3	16293	0.993778591	56395	1	0
chr1	212830141	212847649	SPATA45	15997	0.913696596	57508	1	0
chr1	212858275	212899363	FLVCR1	39521	0.961862344	81088	1	0
chr1	213983181	214041510	PROX1	57775	0.990502152	98329	1	0
chr1	214348700	214552449	PTPN14	199592	0.979597446	243749	1	0
chr1	215622891	216423448	USH2A	789507	0.98619711	840557	1	0
chr1	218345336	218444619	TGFB2	97629	0.983340552	139283	1	0
chr1	219685427	219958647	SLC30A10	259921	0.95132494	313220	1	0
chr1	220148293	220272453	RAB3GAP2	122114	0.983521263	164160	1	0
chr1	220879431	220885059	HLX	5628	1	45628	1	0
chr1	222872271	223005995	DISP1	130558	0.97632437	173724	1	0
chr1	223109404	223143248	TLR5	32976	0.974352913	73844	1	0
